district,cds_code,county,report_type,enrolled_12,num_test_taker,avg_act_reading,avg_act_english,avg_act_math,avg_act_sci,num_over_21_score,percent_over_21_score,personal_income,population,per_capita_income,county_code,edp_365,current_expense_ada,current_expense_per_ada,LEA Type,teachers,avg_teacher_salary_13_14,avg_teacher_salary_17_18,avg_teacher_salary_18_19
Jurupa Unified,67090,Riverside,S,539.0,37.0,22,20,21,20,15,40.54,104794676.0,2470546.0,42418.0,33.0,230444678.01,18263.47,12617.792676309593,Unified,973.0,77929.0,89656.0,91907.0
Patterson Joint Unified,71217,Stanislaus,S,361.0,15.0,24,22,21,21,7,46.67,25188224.0,550660.0,45742.0,50.0,75311867.92,5814.81,12951.73323290013,Unified,314.0,62176.0,71576.0,75464.0
Los Angeles Unified,64733,Los Angeles,S,125.0,20.0,16,14,16,15,2,10.00,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Perris Union High,67207,Riverside,S,512.0,152.0,17,16,17,17,22,14.47,104794676.0,2470546.0,42418.0,33.0,126042475.08,9122.23,13817.06831334005,High,386.0,74802.0,93194.0,95428.0
Los Angeles Unified,64733,Los Angeles,S,545.0,89.0,19,17,18,18,19,21.35,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
East Side Union High,69427,Santa Clara,S,480.0,48.0,26,26,27,26,41,85.42,223624580.0,1927852.0,115997.0,43.0,273942983.16,21484.18,12750.916402673969,High,1149.0,80860.0,88797.0,94375.0
Whittier Union High,65128,Los Angeles,S,315.0,88.0,18,17,20,18,26,29.55,653482910.0,10039107.0,65094.0,19.0,156138323.97,10744.63,14531.754371253362,High,508.0,81985.0,93678.0,97882.0
San Jose Unified,69666,Santa Clara,S,381.0,92.0,27,26,25,25,74,80.43,223624580.0,1927852.0,115997.0,43.0,358460912.83,27502.21,13033.894833542468,Unified,1600.0,67386.0,76253.0,76442.0
Woodland Joint Unified,72710,Yolo,S,350.0,80.0,20,19,20,21,31,38.75,12375073.0,220500.0,56123.0,57.0,111355029.07,9157.85,12159.51659723625,Unified,610.0,60968.0,69150.0,68811.0
Santa Maria Joint Union High,69310,Santa Barbara,S,587.0,92.0,20,19,21,19,39,42.39,29502767.0,446499.0,66076.0,42.0,101825115.66,8191.4,12430.734143125717,High,401.0,76671.0,86628.0,88901.0
Placer Union High,66894,Placer,S,343.0,64.0,24,22,23,23,39,60.94,27459330.0,398329.0,68936.0,31.0,46556955.02,3704.89,12566.35285258132,High,176.0,68018.0,76898.0,80760.0
Elk Grove Unified,67314,Sacramento,S,556.0,162.0,26,25,27,25,137,84.57,85775621.0,1552058.0,55266.0,34.0,722863463.98,60769.41,11895.186475893051,Unified,3202.0,71340.0,80261.0,81565.0
Riverside Unified,67215,Riverside,S,600.0,42.0,23,21,22,21,23,54.76,104794676.0,2470546.0,42418.0,33.0,489299160.99,38315.14,12770.386875527533,Unified,1855.0,79035.0,94861.0,95171.0
Long Beach Unified,64725,Los Angeles,S,1007.0,137.0,25,24,24,24,95,69.34,653482910.0,10039107.0,65094.0,19.0,901982941.19,68158.53,13233.603206964704,Unified,3302.0,81046.0,92033.0,94044.0
Pomona Unified,64907,Los Angeles,S,270.0,58.0,18,18,18,18,12,20.69,653482910.0,10039107.0,65094.0,19.0,290494758.85,21122.83,13752.643885786138,Unified,1214.0,76767.0,81287.0,81620.0
Los Angeles Unified,64733,Los Angeles,S,202.0,38.0,22,21,22,21,25,65.79,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Porterville Unified,75523,Tulare,S,435.0,88.0,19,18,19,19,30,34.09,19973932.0,466195.0,42845.0,54.0,155069020.68,12759.54,12153.182691539036,Unified,687.0,71239.0,82921.0,83039.0
Poway Unified,68296,San Diego,S,533.0,195.0,24,23,24,23,136,69.74,212748650.0,3338330.0,63729.0,37.0,398362474.73,35361.08,11265.56300684255,Unified,1562.0,72715.0,79082.0,79856.0
Campbell Union High,69401,Santa Clara,S,386.0,65.0,26,26,25,26,51,78.46,223624580.0,1927852.0,115997.0,43.0,112948926.76,8204.64,13766.469553813453,High,391.0,71459.0,82939.0,86460.0
Los Angeles Unified,64733,Los Angeles,S,58.0,52.0,16,16,17,17,8,15.38,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Los Angeles Unified,64733,Los Angeles,S,89.0,83.0,17,16,18,18,20,24.10,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Los Angeles Unified,64733,Los Angeles,S,81.0,68.0,15,15,17,17,10,14.71,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Los Angeles Unified,64733,Los Angeles,S,100.0,93.0,18,17,18,17,22,23.66,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Los Angeles Unified,64733,Los Angeles,S,0.0,22.0,16,15,17,16,1,4.55,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Los Angeles Unified,64733,Los Angeles,S,116.0,89.0,16,15,17,17,10,11.24,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Antelope Valley Union High,64246,Los Angeles,S,750.0,68.0,26,25,23,24,54,79.41,653482910.0,10039107.0,65094.0,19.0,279537837.88,19667.11,14213.467961484936,High,986.0,69481.0,81125.0,82528.0
Los Angeles Unified,64733,Los Angeles,S,342.0,48.0,21,21,19,20,23,47.92,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Ramona City Unified,68304,San Diego,S,352.0,80.0,23,22,23,23,54,67.50,212748650.0,3338330.0,63729.0,37.0,58302350.51,5135.64,11352.49949568116,Unified,274.0,68302.0,73089.0,75391.0
Riverside Unified,67215,Riverside,S,543.0,127.0,20,18,19,19,41,32.28,104794676.0,2470546.0,42418.0,33.0,489299160.99,38315.14,12770.386875527533,Unified,1855.0,79035.0,94861.0,95171.0
Poway Unified,68296,San Diego,S,597.0,189.0,25,25,26,25,151,79.89,212748650.0,3338330.0,63729.0,37.0,398362474.73,35361.08,11265.56300684255,Unified,1562.0,72715.0,79082.0,79856.0
Vista Unified,68452,San Diego,S,484.0,63.0,23,22,23,22,40,63.49,212748650.0,3338330.0,63729.0,37.0,253976722.74,19436.86,13066.756808455686,Unified,1100.0,67836.0,79086.0,83188.0
Oxnard Union High,72546,Ventura,S,166.0,30.0,25,25,23,24,25,83.33,54749053.0,846006.0,64715.0,56.0,203531765.75,15687.53,12974.111651101224,High,725.0,75554.0,90194.0,91581.0
Cotati-Rohnert Park Unified,73882,Sonoma,S,343.0,38.0,20,18,20,20,14,36.84,32972432.0,494336.0,66700.0,49.0,68301622.72,5403.77,12639.62432153848,Unified,300.0,57823.0,62696.0,63905.0
Los Angeles Unified,64733,Los Angeles,S,129.0,43.0,16,15,17,17,1,2.33,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Palm Springs Unified,67173,Riverside,S,362.0,36.0,22,20,19,20,15,41.67,104794676.0,2470546.0,42418.0,33.0,309416846.73,20299.84,15242.329335108061,Unified,1172.0,73970.0,87928.0,88407.0
Val Verde Unified,75242,Riverside,S,505.0,37.0,20,19,19,19,13,35.14,104794676.0,2470546.0,42418.0,33.0,244064868.59,19126.86,12760.320752596088,Unified,890.0,71561.0,83822.0,88491.0
Redlands Unified,67843,San Bernardino,S,545.0,92.0,23,22,23,22,56,60.87,91658300.0,2180085.0,42043.0,36.0,253947861.8,19810.32,12818.968184259518,Unified,1127.0,76518.0,85061.0,84929.0
Redlands Unified,67843,San Bernardino,S,569.0,46.0,28,27,28,27,42,91.30,91658300.0,2180085.0,42043.0,36.0,253947861.8,19810.32,12818.968184259518,Unified,1127.0,76518.0,85061.0,84929.0
Redondo Beach Unified,75341,Los Angeles,S,709.0,267.0,24,24,23,24,191,71.54,653482910.0,10039107.0,65094.0,19.0,104413413.47,9743.71,10715.981229942188,Unified,475.0,72814.0,84193.0,87394.0
Tamalpais Union High,65482,Marin,S,447.0,176.0,28,28,27,27,159,90.34,36684680.0,258826.0,141735.0,21.0,85968097.99,4890.93,17577.045263375265,High,306.0,91803.0,100859.0,102469.0
Visalia Unified,72256,Tulare,S,494.0,74.0,23,23,22,23,50,67.57,19973932.0,466195.0,42845.0,54.0,335148402.27,28001.350000000002,11969.008718151088,Unified,1175.0,64749.0,73249.0,75989.0
Kings Canyon Joint Unified,62265,Fresno,S,348.0,105.0,20,18,18,19,27,25.71,45445944.0,999101.0,45487.0,10.0,119696854.78,9158.19,13069.924819205542,Unified,460.0,64663.0,72534.0,73751.0
Kings Canyon Joint Unified,62265,Fresno,S,34.0,31.0,17,16,18,17,5,16.13,45445944.0,999101.0,45487.0,10.0,119696854.78,9158.19,13069.924819205542,Unified,460.0,64663.0,72534.0,73751.0
Los Angeles Unified,64733,Los Angeles,S,44.0,40.0,23,24,20,21,21,52.50,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Los Angeles Unified,64733,Los Angeles,S,349.0,18.0,20,20,20,21,7,38.89,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Rialto Unified,67850,San Bernardino,S,611.0,93.0,19,18,20,20,34,36.56,91658300.0,2180085.0,42043.0,36.0,312574200.33,24043.8,13000.199649389862,Unified,1183.0,75614.0,84038.0,86338.0
Rim of the World Unified,67868,San Bernardino,S,209.0,26.0,25,24,22,24,19,73.08,91658300.0,2180085.0,42043.0,36.0,36307414.95,2916.56,12448.7118214609,Unified,145.0,64534.0,70313.0,72709.0
San Juan Unified,67447,Sacramento,S,385.0,84.0,25,26,25,24,66,78.57,85775621.0,1552058.0,55266.0,34.0,465400260.12,37438.42,12431.08710570585,Unified,2071.0,71583.0,76673.0,78090.0
Twin Rivers Unified,76505,Sacramento,S,318.0,28.0,20,19,20,20,12,42.86,85775621.0,1552058.0,55266.0,34.0,330324264.04,23875.68,13835.177219664529,Unified,1305.0,71162.0,76166.0,78115.0
Oxnard Union High,72546,Ventura,S,549.0,37.0,22,22,22,22,21,56.76,54749053.0,846006.0,64715.0,56.0,203531765.75,15687.53,12974.111651101224,High,725.0,75554.0,90194.0,91581.0
River Delta Joint Unified,67413,Sacramento,S,106.0,22.0,19,19,18,19,7,31.82,85775621.0,1552058.0,55266.0,34.0,23856061.41,1856.11,12852.719617910578,Unified,111.0,51928.0,58396.0,58079.0
Ripon Unified,68650,San Joaquin,S,190.0,37.0,25,23,23,23,31,83.78,35926949.0,762148.0,47139.0,39.0,32889418.53,3271.08,10054.605368868997,Unified,155.0,64303.0,69803.0,72732.0
Washington Unified,72694,Yolo,S,476.0,54.0,21,19,20,20,23,42.59,12375073.0,220500.0,56123.0,57.0,84894924.11,7210.35,11774.03650446927,Unified,143.0,56117.0,67007.0,67030.0
Washington Unified,72694,Yolo,S,476.0,54.0,21,19,20,20,23,42.59,12375073.0,220500.0,56123.0,57.0,84894924.11,7210.35,11774.03650446927,Unified,404.0,59003.0,71171.0,72656.0
Lakeside Union Elementary,68189,San Diego,S,50.0,15.0,28,26,26,27,15,100.00,212748650.0,3338330.0,63729.0,37.0,58622992.79,4806.12,12197.571594134146,Elementary,17.0,0.0,58264.0,59720.0
Lakeside Union Elementary,68189,San Diego,S,50.0,15.0,28,26,26,27,15,100.00,212748650.0,3338330.0,63729.0,37.0,58622992.79,4806.12,12197.571594134146,Elementary,270.0,67835.0,74595.0,76958.0
Yuba City Unified,71464,Sutter,S,435.0,59.0,23,22,22,23,35,59.32,4616298.0,96971.0,47605.0,51.0,147378287.72,11641.08,12660.190267569677,Unified,621.0,60668.0,73167.0,75835.0
Riverdale Joint Unified,75408,Fresno,S,124.0,50.0,16,15,18,18,7,14.00,45445944.0,999101.0,45487.0,10.0,19714736.8,1489.41,13236.608321415863,Unified,83.0,59362.0,71484.0,73006.0
Riverside Unified,67215,Riverside,S,53.0,22.0,29,28,25,25,20,90.91,104794676.0,2470546.0,42418.0,33.0,489299160.99,38315.14,12770.386875527533,Unified,1855.0,79035.0,94861.0,95171.0
Delano Joint Union High,63412,Kern,S,304.0,54.0,20,18,20,20,21,38.89,37666752.0,900202.0,41843.0,15.0,59588846.3,4041.1,14745.69951250897,High,207.0,60360.0,70163.0,72292.0
Rocklin Unified,75085,Placer,S,499.0,164.0,25,25,25,24,124,75.61,27459330.0,398329.0,68936.0,31.0,129523047.99,11615.61,11150.774517222942,Unified,572.0,67442.0,75676.0,81298.0
Lodi Unified,68585,San Joaquin,S,438.0,62.0,19,18,20,19,26,41.94,35926949.0,762148.0,47139.0,39.0,327993961.44,26678.46,12294.336383734293,Unified,1487.0,66178.0,73304.0,75702.0
Fresno Unified,62166,Fresno,S,447.0,18.0,16,14,16,17,1,5.56,45445944.0,999101.0,45487.0,10.0,943250074.02,66903.5,14098.665600753324,Unified,3883.0,67859.0,78444.0,79907.0
El Monte Union High,64519,Los Angeles,S,511.0,51.0,26,25,25,24,40,78.43,653482910.0,10039107.0,65094.0,19.0,126330451.66,8158.6,15484.329622729389,High,322.0,72880.0,87588.0,88746.0
Sacramento City Unified,67439,Sacramento,S,300.0,32.0,21,19,20,20,15,46.88,85775621.0,1552058.0,55266.0,34.0,499973136.79,38219.84,13081.507844878473,Unified,2315.0,65695.0,73236.0,75296.0
Roseville Joint Union High,66928,Placer,S,416.0,110.0,23,22,22,22,64,58.18,27459330.0,398329.0,68936.0,31.0,123489187.38,9970.41,12385.567632624938,High,444.0,74262.0,86527.0,89424.0
Simi Valley Unified,72603,Ventura,S,456.0,55.0,25,25,24,25,44,80.00,54749053.0,846006.0,64715.0,56.0,186222303.34,15718.53,11847.310361719576,Unified,747.0,68723.0,78540.0,80731.0
Jurupa Unified,67090,Riverside,S,350.0,74.0,17,17,17,18,14,18.92,104794676.0,2470546.0,42418.0,33.0,230444678.01,18263.47,12617.792676309593,Unified,973.0,77929.0,89656.0,91907.0
San Francisco Unified,68478,San Francisco,S,100.0,43.0,13,12,16,15,1,2.33,122892141.0,881549.0,139405.0,38.0,840100892.92,50096.27,16769.72942137209,Unified,3660.0,64434.0,73379.0,75872.0
Sacramento City Unified,67439,Sacramento,S,151.0,144.0,17,16,17,17,25,17.36,85775621.0,1552058.0,55266.0,34.0,499973136.79,38219.84,13081.507844878473,Unified,2315.0,65695.0,73236.0,75296.0
Santa Ana Unified,66670,Orange,S,383.0,109.0,18,16,19,18,26,23.85,227732561.0,3175692.0,71711.0,30.0,650062731.43,43664.56,14887.651024766996,Unified,2348.0,81556.0,94982.0,94411.0
Carlsbad Unified,73551,San Diego,S,307.0,103.0,27,28,27,26,92,89.32,212748650.0,3338330.0,63729.0,37.0,122960066.7,11012.48,11165.520091750452,Unified,503.0,74077.0,81643.0,85233.0
Salinas Union High,66159,Monterey,S,646.0,137.0,22,21,21,21,70,51.09,25973189.0,434061.0,59838.0,27.0,196804990.43,15261.32,12895.67287954122,High,829.0,68981.0,79597.0,79950.0
San Benito High,67538,San Benito,S,744.0,118.0,21,20,21,21,52,44.07,3470822.0,62808.0,55261.0,35.0,36586879.81,3012.35,12145.627105084071,High,130.0,67747.0,78378.0,80955.0
San Bernardino City Unified,67876,San Bernardino,S,321.0,71.0,20,18,19,19,22,30.99,91658300.0,2180085.0,42043.0,36.0,727835519.63,45869.38,15867.568291308931,Unified,2616.0,73599.0,85252.0,86401.0
Capistrano Unified,66464,Orange,S,808.0,310.0,26,26,25,25,264,85.16,227732561.0,3175692.0,71711.0,30.0,509075121.41,44603.350000000006,11413.383107098456,Unified,2016.0,81876.0,89014.0,88025.0
San Dieguito Union High,68346,San Diego,S,478.0,217.0,27,27,26,25,181,83.41,212748650.0,3338330.0,63729.0,37.0,148182213.62,12684.32,11682.31435504623,High,565.0,79667.0,103164.0,104405.0
Bonita Unified,64329,Los Angeles,S,324.0,42.0,24,23,24,23,27,64.29,653482910.0,10039107.0,65094.0,19.0,112600774.91,9665.1,11650.244168192776,Unified,434.0,73404.0,83872.0,86504.0
Los Angeles Unified,64733,Los Angeles,S,458.0,75.0,18,17,18,18,16,21.33,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Alhambra Unified,75713,Los Angeles,S,527.0,54.0,21,20,21,21,24,44.44,653482910.0,10039107.0,65094.0,19.0,210924787.04,15754.91,13387.87635346695,Unified,845.0,72586.0,85364.0,87578.0
San Bernardino City Unified,67876,San Bernardino,S,450.0,24.0,19,19,19,20,8,33.33,91658300.0,2180085.0,42043.0,36.0,727835519.63,45869.38,15867.568291308931,Unified,2616.0,73599.0,85252.0,86401.0
San Jacinto Unified,67249,Riverside,S,574.0,30.0,19,19,18,18,7,23.33,104794676.0,2470546.0,42418.0,33.0,126150447.1,9616.56,13118.042948829936,Unified,482.0,71702.0,81696.0,79783.0
San Juan Unified,67447,Sacramento,S,170.0,32.0,19,17,18,18,10,31.25,85775621.0,1552058.0,55266.0,34.0,465400260.12,37438.42,12431.08710570585,Unified,2071.0,71583.0,76673.0,78090.0
Capistrano Unified,66464,Orange,S,580.0,199.0,26,26,25,25,158,79.40,227732561.0,3175692.0,71711.0,30.0,509075121.41,44603.350000000006,11413.383107098456,Unified,2016.0,81876.0,89014.0,88025.0
San Lorenzo Valley Unified,69807,Santa Cruz,S,139.0,20.0,26,26,23,25,15,75.00,19559977.0,273213.0,71592.0,44.0,27481553.16,2170.31,12662.50128322682,Unified,124.0,63744.0,69495.0,71804.0
San Luis Coastal Unified,68809,San Luis Obispo,S,370.0,139.0,26,25,25,24,113,81.29,17270828.0,283111.0,61004.0,40.0,96972086.06,7262.05,13353.266097038715,Unified,393.0,71525.0,75649.0,76948.0
San Marcos Unified,73791,San Diego,S,748.0,244.0,25,24,23,24,172,70.49,212748650.0,3338330.0,63729.0,37.0,235781523.83,20062.93,11752.098214468177,Unified,1076.0,68567.0,77016.0,80122.0
Santa Barbara Unified,76786,Santa Barbara,S,535.0,106.0,25,25,24,25,81,76.42,29502767.0,446499.0,66076.0,42.0,166743921.68,12460.78,13381.49952731691,Unified,675.0,69726.0,76314.0,76685.0
Novato Unified,65417,Marin,S,266.0,107.0,26,25,25,24,81,75.70,36684680.0,258826.0,141735.0,21.0,89352254.11,7269.45,12291.473785499591,Unified,383.0,66164.0,76517.0,79435.0
San Marino Unified,64964,Los Angeles,S,269.0,95.0,28,29,29,27,86,90.53,653482910.0,10039107.0,65094.0,19.0,40436525.86,2841.63,14230.046086225158,Unified,162.0,75187.0,83198.0,85167.0
San Mateo Union High,69047,San Mateo,S,414.0,73.0,28,28,27,27,62,84.93,102803127.0,766573.0,134107.0,41.0,169994141.28,8799.95,19317.62581378303,High,506.0,91599.0,105873.0,110144.0
Escondido Union High,68106,San Diego,S,518.0,98.0,22,20,21,21,48,48.98,212748650.0,3338330.0,63729.0,37.0,99496061.02,6852.89,14518.846941947118,High,365.0,65567.0,78494.0,81232.0
Los Angeles Unified,64733,Los Angeles,S,480.0,49.0,21,20,20,20,23,46.94,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
San Rafael City High,65466,Marin,S,296.0,84.0,24,23,23,22,52,61.90,36684680.0,258826.0,141735.0,21.0,38462543.38,2620.22,14679.127470212426,High,110.0,0.0,99654.0,100514.0
Sweetwater Union High,68411,San Diego,S,702.0,139.0,18,17,19,18,39,28.06,212748650.0,3338330.0,63729.0,37.0,454295612.3,36360.37,12494.25163440306,High,1781.0,78048.0,87617.0,86862.0
Sanger Unified,62414,Fresno,S,734.0,61.0,21,19,20,20,26,42.62,45445944.0,999101.0,45487.0,10.0,129353113.22,10667.42,12125.997965768667,Unified,621.0,61118.0,67623.0,71234.0
Santa Ana Unified,66670,Orange,S,648.0,85.0,17,16,18,18,19,22.35,227732561.0,3175692.0,71711.0,30.0,650062731.43,43664.56,14887.651024766996,Unified,2348.0,81556.0,94982.0,94411.0
Santa Barbara Unified,76786,Santa Barbara,S,519.0,126.0,25,24,23,23,87,69.05,29502767.0,446499.0,66076.0,42.0,166743921.68,12460.78,13381.49952731691,Unified,675.0,69726.0,76314.0,76685.0
Santa Clara Unified,69674,Santa Clara,S,430.0,53.0,26,26,26,25,41,77.36,223624580.0,1927852.0,115997.0,43.0,279540071.52,14597.39,19150.00363215616,Unified,885.0,78579.0,106910.0,111914.0
Whittier Union High,65128,Los Angeles,S,521.0,114.0,21,20,20,20,52,45.61,653482910.0,10039107.0,65094.0,19.0,156138323.97,10744.63,14531.754371253362,High,508.0,81985.0,93678.0,97882.0
Santa Maria Joint Union High,69310,Santa Barbara,S,588.0,93.0,18,17,19,19,25,26.88,29502767.0,446499.0,66076.0,42.0,101825115.66,8191.4,12430.734143125717,High,401.0,76671.0,86628.0,88901.0
Santa Monica-Malibu Unified,64980,Los Angeles,S,715.0,244.0,27,26,25,25,193,79.10,653482910.0,10039107.0,65094.0,19.0,156656481.78,9840.55,15919.484356057335,Unified,604.0,76471.0,82621.0,83374.0
Santa Paula Unified,76828,Ventura,S,372.0,126.0,20,18,19,20,44,34.92,54749053.0,846006.0,64715.0,56.0,69907933.88,4888.74,14299.785605288887,Unified,298.0,66562.0,77740.0,79608.0
Menifee Union Elementary,67116,Riverside,S,113.0,18.0,24,24,23,23,13,72.22,104794676.0,2470546.0,42418.0,33.0,108280711.18,10274.43,10538.853365101519,Elementary,459.0,75811.0,82871.0,83069.0
Simi Valley Unified,72603,Ventura,S,252.0,26.0,28,27,25,26,26,100.00,54749053.0,846006.0,64715.0,56.0,186222303.34,15718.53,11847.310361719576,Unified,747.0,68723.0,78540.0,80731.0
East Side Union High,69427,Santa Clara,S,529.0,67.0,26,26,25,25,54,80.60,223624580.0,1927852.0,115997.0,43.0,273942983.16,21484.18,12750.916402673969,High,1149.0,80860.0,88797.0,94375.0
Santa Ynez Valley Union High,69328,Santa Barbara,S,220.0,50.0,26,24,22,22,38,76.00,29502767.0,446499.0,66076.0,42.0,11884469.18,853.2,13929.288771683074,High,40.0,72315.0,79918.0,83759.0
Grossmont Union High,68130,San Diego,S,420.0,47.0,21,21,23,21,26,55.32,212748650.0,3338330.0,63729.0,37.0,228576307.36,15612.91,14640.21168123047,High,763.0,73414.0,84020.0,84316.0
Los Angeles Unified,64733,Los Angeles,S,384.0,24.0,18,16,17,17,3,12.50,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Garden Grove Unified,66522,Orange,S,533.0,29.0,18,18,20,20,10,34.48,227732561.0,3175692.0,71711.0,30.0,537890397.42,40034.37,13435.715297130939,Unified,1902.0,84242.0,96657.0,100324.0
Corona-Norco Unified,67033,Riverside,S,813.0,179.0,23,22,22,22,111,62.01,104794676.0,2470546.0,42418.0,33.0,589661659.32,50642.48,11643.617360761164,Unified,2485.0,82178.0,97905.0,101255.0
William S. Hart Union High,65136,Los Angeles,S,546.0,121.0,25,23,24,23,91,75.21,653482910.0,10039107.0,65094.0,19.0,251435567.69,21274.88,11818.424719199356,High,943.0,72381.0,78855.0,80182.0
Anaheim Union High,66431,Orange,S,482.0,42.0,20,20,19,19,16,38.10,227732561.0,3175692.0,71711.0,30.0,374312870.96,28386.37,13186.359191400661,High,1276.0,88375.0,93017.0,97259.0
Montebello Unified,64808,Los Angeles,S,619.0,40.0,20,21,21,21,20,50.00,653482910.0,10039107.0,65094.0,19.0,333477158.93,23026.94,14482.044028863584,Unified,1061.0,80595.0,92156.0,97044.0
Los Angeles Unified,64733,Los Angeles,S,138.0,46.0,19,18,19,18,13,28.26,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Scotts Valley Unified,75432,Santa Cruz,S,192.0,60.0,27,26,25,25,52,86.67,19559977.0,273213.0,71592.0,44.0,23297979.18,2348.52,9920.28136017577,Unified,112.0,59810.0,63898.0,63668.0
Monterey Peninsula Unified,66092,Monterey,S,276.0,34.0,21,19,20,20,15,44.12,25973189.0,434061.0,59838.0,27.0,125497862.01,9385.85,13370.963952119413,Unified,510.0,61189.0,67601.0,67488.0
Santa Ana Unified,66670,Orange,S,457.0,480.0,17,16,18,17,106,22.08,227732561.0,3175692.0,71711.0,30.0,650062731.43,43664.56,14887.651024766996,Unified,2348.0,81556.0,94982.0,94411.0
Sequoia Union High,69062,San Mateo,S,486.0,122.0,24,23,23,23,77,63.11,102803127.0,766573.0,134107.0,41.0,171759806.17,8378.73,20499.503644347056,High,574.0,87650.0,101580.0,105215.0
Snowline Joint Unified,73957,San Bernardino,S,444.0,56.0,22,21,23,22,34,60.71,91658300.0,2180085.0,42043.0,36.0,83899364.29,7099.79,11817.161393506007,Unified,369.0,68615.0,77941.0,80705.0
Desert Sands Unified,67058,Riverside,S,528.0,34.0,18,17,17,18,7,20.59,104794676.0,2470546.0,42418.0,33.0,330555209.93,24459.01,13514.660238905828,Unified,1278.0,75733.0,89889.0,89892.0
Shasta Union High,70136,Shasta,S,328.0,46.0,27,26,25,25,42,91.30,8722632.0,180080.0,48438.0,45.0,55203715.21,3999.6,13802.30903340334,High,209.0,66674.0,74504.0,76402.0
Elk Grove Unified,67314,Sacramento,S,614.0,82.0,23,21,22,22,47,57.32,85775621.0,1552058.0,55266.0,34.0,722863463.98,60769.41,11895.186475893051,Unified,3202.0,71340.0,80261.0,81565.0
Los Angeles Unified,64733,Los Angeles,S,232.0,47.0,25,25,23,24,31,65.96,653482910.0,10039107.0,65094.0,19.0,7447072658.68,454546.06,16383.53802622335,Unified,23670.0,68881.0,74789.0,78962.0
Manteca Unified,68593,San Joaquin,S,333.0,35.0,24,23,22,22,26,74.29,35926949.0,762148.0,47139.0,39.0,252488153.64,22567.99,11187.888404771536,Unified,1210.0,70209.0,80285.0,80457.0
Baldwin Park Unified,64287,Los Angeles,S,429.0,108.0,19,18,19,19,34,31.48,653482910.0,10039107.0,65094.0,19.0,167684016.77,11675.42,14362.140014663284,Unified,615.0,0.0,93995.0,93976.0
East Side Union High,69427,Santa Clara,S,592.0,50.0,25,25,26,25,41,82.00,223624580.0,1927852.0,115997.0,43.0,273942983.16,21484.18,12750.916402673969,High,1149.0,80860.0,88797.0,94375.0
Simi Valley Unified,72603,Ventura,S,537.0,75.0,23,24,23,23,50,66.67,54749053.0,846006.0,64715.0,56.0,186222303.34,15718.53,11847.310361719576,Unified,747.0,68723.0,78540.0,80731.0
Tamalpais Union High,65482,Marin,S,308.0,84.0,28,28,25,25,73,86.90,36684680.0,258826.0,141735.0,21.0,85968097.99,4890.93,17577.045263375265,High,306.0,91803.0,100859.0,102469.0
Antelope Valley Union High,64246,Los Angeles,S,86.0,34.0,23,22,22,21,21,61.76,653482910.0,10039107.0,65094.0,19.0,279537837.88,19667.11,14213.467961484936,High,986.0,69481.0,81125.0,82528.0
Soledad Unified,75440,Monterey,S,374.0,69.0,18,16,17,18,14,20.29,25973189.0,434061.0,59838.0,27.0,65775048.52,4640.49,14174.16016843049,Unified,248.0,65288.0,70294.0,71993.0
